name;kpgz_code;kpgz_name;okpd2_code;okpd2_name;ktru_code;ktru_name;stz;date_of_approval_of_the_tz;id_kpgz
Оказание услуг по добровольному медицинскому страхованию;03.14.01.01;ДОБРОВОЛЬНОЕ МЕДИЦИНСКОЕ СТРАХОВАНИЕ;65.12.12.000;Услуги по медицинскому страхованию;65.12.12.000-00000008;Добровольное медицинское страхование;Да;2021-02-05 13:38;29226054
Оказание услуг по добровольному страхованию от несчастных случаев и болезней;03.14.02;ДОБРОВОЛЬНОЕ СТРАХОВАНИЕ ОТ НЕСЧАСТНЫХ СЛУЧАЕВ И БОЛЕЗНЕЙ;65.12.11.000;Услуги по страхованию от несчастных случаев;65.12.11.000-00000001;Добровольное страхование от несчастных случаев и болезней;Да;2020-12-28 13:19;29463938
Оказание услуг по обязательному страхованию гражданской ответственности владельцев транспортных средств;03.14.03.01;СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ВОДИТЕЛЯ;65.12.21.000;Услуги по страхованию гражданской ответственности владельцев автотранспортных средств;-;;Нет;2016-11-10 19:18;29027685
Оказание услуг по обязательному страхованию гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров;03.14.03.02;ОБЯЗАТЕЛЬНОЕ СТРАХОВАНИЕ ГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ПЕРЕВОЗЧИКА ЗА ПРИЧИНЕНИЕ ВРЕДА ЖИЗНИ, ЗДОРОВЬЮ И ИМУЩЕСТВУ ПАССАЖИРОВ;65.12.21.000;Услуги по страхованию гражданской ответственности владельцев автотранспортных средств;65.12.90.000-00000352;Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью и имуществу пассажиров;Нет;2019-06-25 15:16;29006434
Оказание услуг по страхованию строительно-монтажных рисков и гражданской ответственности при проведении строительно-монтажных работ;03.14.04.01;СТРАХОВАНИЕ ГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ПЕРЕД ТРЕТЬИМИ ЛИЦАМИ ПРИ ВЫПОЛНЕНИИ СТРОИТЕЛЬНО-МОНТАЖНЫХ РАБОТ;65.12.90;Услуги по страхованию, кроме страхования жизни, прочие;-;;Нет;2022-11-07 11:28;29548271
Оказание услуг по добровольному страхованию имущества;03.14.05;ДОБРОВОЛЬНОЕ СТРАХОВАНИЕ ИМУЩЕСТВА;65.12.90.000;Услуги по страхованию, кроме страхования жизни, прочие;65.12.90.000-00000001;Добровольное страхование имущества;Да;2021-02-05 13:35;29280771
Оказание услуг по обязательному страхованию жизни и здоровья;03.14.06;ОБЯЗАТЕЛЬНОЕ СТРАХОВАНИЕ ЖИЗНИ И ЗДОРОВЬЯ;65.12.12.000;Услуги по медицинскому страхованию;65.12.12.000-00000001;Обязательное страхование жизни и здоровья;Да;2021-02-05 13:47;29561190
Оказание услуг по страхованию профессиональной ответственности (при эвакуации/перевозке транспортных средств и хранении их на спецстоянках);03.14.07.01;СТРАХОВАНИЕ ПРОФЕССИОНАЛЬНОЙ ОТВЕТСТВЕННОСТИ ПРИ ПЕРЕВОЗКЕ И ХРАНЕНИИ ТРАНСПОРТНЫХ СРЕДСТВ;65.12.50.000;Услуги по страхованию общей ответственности;-;;Нет;2019-06-20 13:39;29071042
Оказание услуг по страхованию строительно-монтажных рисков и гражданской ответственности при проведении строительно-монтажных работ;03.14.08;СТРАХОВАНИЕ СТРОИТЕЛЬНО-МОНТАЖНЫХ РИСКОВ;65.12.90;Услуги по страхованию, кроме страхования жизни, прочие;-;;Нет;2022-11-07 11:28;29548269
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.01;РАЗМЕЩЕНИЕ РЕКЛАМЫ НА ТЕЛЕВИЗИОННЫХ КАНАЛАХ;60.20.40.000;Время для рекламы на телевидении;-;;Нет;2017-11-29 15:29;29008219
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.02;РАЗМЕЩЕНИЕ РЕКЛАМЫ В ПЕЧАТНЫХ ИЗДАНИЯХ (ГАЗЕТЫ, ЖУРНАЛЫ, ДР.);73.12.19.000;Услуги по продаже прочего места или времени для рекламы за вознаграждение или на договорной основе;-;;Нет;2017-11-29 15:29;29104413
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.03;РАЗМЕЩЕНИЕ РЕКЛАМЫ НА РАДИОКАНАЛАХ;60.10.30.000;Время для рекламы на радио;-;;Нет;2017-11-29 15:29;29008235
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.05;РАЗМЕЩЕНИЕ РЕКЛАМЫ В ИНТЕРНЕТЕ;63.11.30.000;Место или время для рекламы в информационно-коммуникационной сети Интернет;-;;Нет;2017-11-29 15:29;29747367
Оказание услуг по информированию граждан о деятельности органов исполнительной власти и подведомственных им организаций;03.15.08;УСЛУГИ ИНФОРМИРОВАНИЯ ГРАЖДАН О ДЕЯТЕЛЬНОСТИ ОРГАНОВ ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ И ПОДВЕДОМСТВЕННЫХ ИМ ОРГАНИЗАЦИЙ;70.21;Услуги по связи с общественностью и информации;-;;Нет;2020-06-16 17:59;29547986
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.09.01;РАЗМЕЩЕНИЕ ИНФОРМАЦИОННЫХ МАТЕРИАЛОВ (ИНФОРМИРОВАНИЕ) НА ТЕЛЕВИЗИОННЫХ КАНАЛАХ;60.20.12.000;Услуги прочие по составлению телепрограмм и вещанию, кроме программ, доступных только на основе подписки;-;;Нет;2017-11-29 15:29;27444694
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.09.02;РАЗМЕЩЕНИЕ ИНФОРМАЦИОННЫХ МАТЕРИАЛОВ (ИНФОРМИРОВАНИЕ) В ПЕЧАТНЫХ ИЗДАНИЯХ (ГАЗЕТЫ, ЖУРНАЛЫ, ДР.);18.12;Услуги печатные прочие;-;;Нет;2017-11-29 15:29;29248380
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.09.03;РАЗМЕЩЕНИЕ ИНФОРМАЦИОННЫХ МАТЕРИАЛОВ (ИНФОРМИРОВАНИЕ) НА РАДИОКАНАЛАХ;60.10.11.000;Услуги по составлению программ радиопередач и их передаче;-;;Нет;2017-11-29 15:29;29005175
Оказание услуг по размещению рекламы/информационных материалов в средствах массовой информации (в том числе объявления в печати, передача по радио и телевидению), информационно-телекоммуникационных сетях;03.15.09.04;РАЗМЕЩЕНИЕ ИНФОРМАЦИОННЫХ МАТЕРИАЛОВ (ИНФОРМИРОВАНИЕ) В ИНТЕРНЕТЕ;63.11.12.000;Услуги по размещению в информационно-коммуникационной сети Интернет;-;;Нет;2017-11-29 15:29;29730808
Оказание услуг по PR-сопровождению деятельности органов исполнительной власти и подведомственных им организаций;03.15.10;PR-СОПРОВОЖДЕНИЕ ДЕЯТЕЛЬНОСТИ ОРГАНОВ ВЛАСТИ И ПОДВЕДОМСТВЕННЫХ ИМ ОРГАНИЗАЦИЙ;70.21;Услуги по связи с общественностью и информации;-;;Нет;2022-03-24 10:30;29763563
Оказание гостиничных услуг;03.16.05;УСЛУГИ ГОСТИНИЦ;55.1;Услуги гостиниц и аналогичные услуги по предоставлению временного жилья;-;;Нет;2022-01-10 17:37;29342237
Оказание услуг по организации и проведению концертов и театральных постановок;03.17.01;УСЛУГИ ПО ОРГАНИЗАЦИИ КОНЦЕРТОВ И ТЕАТРАЛЬНЫХ ПОСТАНОВОК;90.02.12;Услуги по организации показа спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства), включая мероприятия по продвижению исполнительских искусств;-;;Нет;2021-08-03 18:58;29559416
Оказание услуг по организации и проведению выставочных мероприятий;03.17.04;УСЛУГИ ПО ОРГАНИЗАЦИИ И ПРОВЕДЕНИЮ ВЫСТАВОЧНЫХ МЕРОПРИЯТИЙ;82.30.1;Услуги по организации конференций и торговых выставок;-;;Нет;2020-11-06 17:55;29492014
Оказание услуг по оформлению территорий города к общегородским праздникам;03.17.07;ПРАЗДНИЧНОЕ И ТЕМАТИЧЕСКОЕ ОФОРМЛЕНИЕ ГОРОДА, ОКРУГА, МУНИЦИПАЛЬНОГО РАЙОНА;94.99.16.190;Услуги, оказываемые объединениями по проведению культурных и развлекательных мероприятий, прочие;-;;Нет;2017-03-20 19:38;29717860
Оказание услуг по реализации билетов на культурно-массовые мероприятия;03.17.08;ПРОДАЖА БИЛЕТОВ НА РАЗЛИЧНЫЕ КУЛЬТУРНО-МАССОВЫЕ МЕРОПРИЯТИЯ;90.04.10.110;Услуги концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс;-;;Нет;2019-08-23 11:02;28657639
Оказание услуг по метеозащите города Москвы (во время проведения праздничных мероприятий);03.17.10;УСЛУГИ МЕТЕОРОЛОГИЧЕСКОЙ ЗАЩИТЫ В ПЕРИОД ПРОВЕДЕНИЯ КУЛЬТУРНО-МАССОВЫХ МЕРОПРИЯТИЙ;71.12.39.117;Услуги, связанные с активными воздействиями на метеорологические и геофизические процессы и явления;-;;Нет;2019-06-21 16:56;28945014
Оказание услуг по организации и проведению культурно-просветительских акций/программ;03.17.11;ОРГАНИЗАЦИЯ И ПРОВЕДЕНИЕ МАССОВЫХ КУЛЬТУРНО-ПРОСВЕТИТЕЛЬСКИХ МЕРОПРИЯТИЙ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;90.02.12;Услуги по организации показа спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства), включая мероприятия по продвижению исполнительских искусств;-;;Нет;2021-01-15 16:39;29720050
Оказание услуг по обслуживанию посетителей городских организаций и мероприятий;03.17.16;УСЛУГИ ПО ОБСЛУЖИВАНИЮ ПОСЕТИТЕЛЕЙ ГОРОДСКИХ ОРГАНИЗАЦИЙ И МЕРОПРИЯТИЙ;96.09;Услуги персональные прочие, не включенные в другие группировки;-;;Нет;2016-07-15 17:53;29552099
Оказание услуг по проведению торгово-развлекательных и культурно-массовых мероприятий (городских фестивалей);03.17.99;УСЛУГИ ПО ОРГАНИЗАЦИИ И ПРОВЕДЕНИЮ ПРОЧИХ КУЛЬТУРНО-МАССОВЫХ МЕРОПРИЯТИЙ;94.99.16.110;Услуги объединений, создаваемых с целью проведения культурных и развлекательных мероприятий и организации досуга, кроме спорта или игр;-;;Нет;2018-05-03 11:48;29719007
Оказание услуг по подготовке спортивных мероприятий на территории Российской Федерации;03.18.09;ПРОВЕДЕНИЕ УЧЕБНО-ТРЕНИРОВОЧНЫХ СБОРОВ;93.19.19.000;Услуги в области спорта и отдыха прочие;-;;Нет;2021-02-20 21:51;29776748
Оказание контрольно-распорядительных услуг при проведении спортивных мероприятий;03.18.14;ОКАЗАНИЕ КОНТРОЛЬНО-РАСПОРЯДИТЕЛЬНЫХ УСЛУГ ПРИ ПРОВЕДЕНИИ СПОРТИВНЫХ МЕРОПРИЯТИЙ;93.19.11;Услуги по содействию в подготовке спортивных и развлекательных мероприятий;-;;Нет;2018-12-06 17:43;29279435
Оказание услуг по подготовке спортивных мероприятий на территории Российской Федерации;03.18.15;ОКАЗАНИЕ УСЛУГ ПО ПОДГОТОВКЕ СПОРТИВНЫХ МЕРОПРИЯТИЙ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;93.19.11;Услуги по содействию в подготовке спортивных и развлекательных мероприятий;-;;Нет;2021-02-20 21:51;29751929
Оказание услуг по перемещению и хранению брошенных и разукомплектованных транспортных средств;03.20.06;УСЛУГИ ПО ХРАНЕНИЮ И ЭВАКУАЦИИ РАЗУКОМПЛЕКТОВАННЫХ ТРАНСПОРТНЫХ СРЕДСТВ;52.21.2;Услуги, связанные с автомобильным транспортом;-;;Нет;2018-03-12 16:55;15868109
Оказание услуг по размещению и хранению имущества;03.20.07;УСЛУГИ ПО СКЛАДИРОВАНИЮ И ХРАНЕНИЮ ИМУЩЕСТВА;52.10;Услуги по складированию и хранению;-;;Нет;2022-03-29 14:46;29548995
Оказание услуг по разработке, документированию и внедрению системы менеджмента качества, подготовке документации для ее сертификации на соответствие требованиям стандарта ГОСТ Р ИСО 9001-2015 (ISO 9001:2015);03.22.01.01.01;РАЗРАБОТКА, ДОКУМЕНТИРОВАНИЕ И ВНЕДРЕНИЕ СИСТЕМЫ МЕНЕДЖМЕНТА КАЧЕСТВА;70.22.1;Услуги консультативные по вопросам управления деятельностью предприятия;-;;Нет;2019-03-15 18:30;23676704
Оказание услуг по сертификации, инспекционному контролю, ресертификации, расширению или сужению области сертификации систем менеджмента качества;03.22.01.01.02;СЕРТИФИКАЦИЯ СИСТЕМЫ МЕНЕДЖМЕНТА КАЧЕСТВА;71.20.19.120;Услуги по проведению сертификации продукции, услуг и организаций;-;;Нет;2019-06-20 16:17;29244627
Оказание услуг по обучению по системе менеджмента качества;03.22.01.01.03;ПРОВЕДЕНИЕ ОБУЧАЮЩИХ МЕРОПРИЯТИЙ ПО СИСТЕМЕ МЕНЕДЖМЕНТА КАЧЕСТВА;70.22.11.000;Услуги консультативные по вопросам стратегического управления;-;;Нет;2019-09-18 09:34;28992173
Оказание услуг по аудиту бухгалтерской (финансовой), консолидированной финансовой отчетности;03.22.03.01;АУДИТ БУХГАЛТЕРСКОЙ (ФИНАНСОВОЙ), КОНСОЛИДИРОВАННОЙ ФИНАНСОВОЙ ОТЧЕТНОСТИ;69.20.10;Услуги по проведению финансового аудита;-;;Нет;2018-12-05 10:23;29127004
Оказание услуг по проведению внешней экспертизы исполнения контракта;03.22.06.01;ПРОВЕДЕНИЕ ВНЕШНЕЙ ЭКСПЕРТИЗЫ ИСПОЛНЕНИЯ КОНТРАКТА;74.90.1;Услуги профессиональные и технические вспомогательные и консультативные, прочие, не включенные в другие группировки;-;;Нет;2019-12-03 15:29;29531097
Оказание услуг по предоставлению специализированной метеорологической информации;03.22.09;ПРЕДОСТАВЛЕНИЕ МЕТЕОРОЛОГИЧЕСКОЙ ИНФОРМАЦИИ;74.90.14;Услуги по прогнозу погоды и метеорологии;-;;Нет;2020-06-16 18:02;22629691
Оказание услуг по консультационно-методологическому сопровождению систем по ведению учетной деятельности;03.22.11;СОПРОВОЖДЕНИЕ ПРОЦЕССА ВЕДЕНИЯ УЧЕТНОЙ ДЕЯТЕЛЬНОСТИ;69.20.22.000;Услуги по бухгалтерскому консультированию;-;;Нет;2021-08-04 01:00;29321170
Оказание услуг по оценке стоимости объектов;03.23.01.01;ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА, АРЕНДУЕМОГО СУБЪЕКТАМИ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29033140
Оказание услуг по оценке стоимости объектов;03.23.01.02;ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА ДЛЯ ЦЕЛЕЙ ПРИВАТИЗАЦИИ, ПРИНЯТИЯ УПРАВЛЕНЧЕСКИХ РЕШЕНИЙ, ПОСТАНОВКИ НА БАЛАНС;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29760599
Оказание услуг по оценке стоимости объектов;03.23.01.04;ОЦЕНКА ОБЪЕКТОВ НЕЖИЛОГО ФОНДА;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29372300
Оказание услуг по оценке стоимости объектов;03.23.03;ОЦЕНКА ДВИЖИМОГО ИМУЩЕСТВА;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29357752
Оказание услуг по оценке стоимости имущественных комплексов;03.23.05;ОЦЕНКА ИМУЩЕСТВЕННЫХ КОМПЛЕКСОВ;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-12 14:25;29180723
Оказание услуг по оценке стоимости пакетов акций, долей города Москвы в уставных капиталах хозяйствующих субъектов;03.23.07.01;ОЦЕНКА ДОЛЕЙ В УСТАВНЫХ КАПИТАЛАХ И ПАКЕТОВ АКЦИЙ;74.90.12;Услуги брокерские коммерческие и услуги по оценке, кроме относящихся к недвижимости и страхованию;-;;Нет;2018-03-07 16:29;29079211
Оказание услуг по оценке стоимости объектов;03.23.07.02;ОЦЕНКА ДОЛЕЙ В ОБЩЕЙ ДОЛЕВОЙ СОБСТВЕННОСТИ;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29033261
Оказание услуг по комплексной оценке;03.23.08;ОЦЕНКА КОМПЛЕКСНАЯ;68.31.16.120;Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе;-;;Нет;2019-02-20 19:32;29356264
Оказание услуг по оценке стоимости объектов;03.23.09;ОЦЕНКА ОБЪЕКТОВ ПРИ СТРОИТЕЛЬСТВЕ, ПРОЕКТИРОВАНИИ;68.31.16;Услуги по оценке недвижимого имущества, предоставляемые за вознаграждение или на договорной основе;-;;Нет;2018-03-13 17:42;29215281
Оказание услуг по предоставлению копий архивной документации об объектах государственного технического учета;03.24.01.01;ПРЕДОСТАВЛЕНИЕ КОПИЙ АРХИВНОЙ ДОКУМЕНТАЦИИ ОБ ОБЪЕКТАХ ГОСУДАРСТВЕННОГО ТЕХНИЧЕСКОГО УЧЕТА;91.01.12.000;Услуги архивов;-;;Нет;2019-06-24 18:24;29023945
Оказание услуг по оцифровке документов;03.24.01.03;УСЛУГИ ПО ОЦИФРОВКЕ ДОКУМЕНТОВ;91.01.12.000;Услуги архивов;-;;Нет;2022-11-02 15:17;29485332
Оказание услуг по созданию и обслуживанию единого информационного фонда документов на бумажных и иных носителях Государственных бюджетных учреждений здравоохранения;03.24.04;УСЛУГИ ПО ФОРМИРОВАНИЮ И ОБСЛУЖИВАНИЮ ЕДИНОГО ИНФОРМАЦИОННОГО ФОНДА ДОКУМЕНТОВ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ;91.01.12.000;Услуги архивов;-;;Нет;2019-07-15 16:09;28844532
Оказание услуг по проведению расчетов по операциям, совершенным с использованием банковских карт и терминалов оплаты;03.25.02.01;УСЛУГИ ЭКВАЙРИНГОВЫЕ;66.19.99;Услуги вспомогательные по отношению к финансовым услугам прочие, не включенные в другие группировки, кроме страхования и пенсионного обеспечения;-;;Нет;2020-07-14 15:22;29777576
Оказание услуг по инкассации денежных средств;03.25.02.03;УСЛУГИ ПО ИНКАССАЦИИ ДЕНЕЖНЫХ СРЕДСТВ;64.19.30;Услуги по посредничеству в денежно-кредитной сфере прочие, не включенные в другие группировки;-;;Нет;2022-05-31 22:06;29762770
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.01;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОФУРГОНОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29022570
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.02;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОСАМОСВАЛОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29033169
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.03;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОТОПЛИВОЗАПРАВЩИКОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017290
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.04;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОБЕТОНОСМЕСИТЕЛЕЙ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017940
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.05;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ТЯГАЧЕЙ СЕДЕЛЬНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29023737
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.06;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОМОБИЛЕЙ ГРУЗОВЫХ С КРАНОМ-МАНИПУЛЯТОРОМ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017292
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.07;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОМОБИЛЕЙ СПЕЦИАЛЬНЫХ (МУЛЬТИЛИФТОВ);64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017333
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.10.01;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОКРАНОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29022457
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.10.02;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОЭВАКУАТОРОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29026007
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.10.03;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОПОДЪЕМНИКОВ НА БАЗЕ ТРАНСПОРТНЫХ СРЕДСТВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29050810
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.10.04;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОМОБИЛЕЙ ВАХТОВЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29026255
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.11;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ПРИЦЕПОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017027
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.12;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ПОЛУПРИЦЕПОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29016994
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.01;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ГРЕЙДЕРОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29025837
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.02;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АСФАЛЬТОУКЛАДЧИКОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29023109
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.03.01;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ПОГРУЗЧИКОВ ВИЛОЧНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017232
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.03.02;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ПОГРУЗЧИКОВ КОВШОВЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017134
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.04;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ФРЕЗ ДОРОЖНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29026177
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.05;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) КАТКОВ ДОРОЖНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29026135
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.06;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) НАРЕЗЧИКОВ ШВОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017893
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.08;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ТЕРМОСОВ ДЛЯ ДОРОЖНЫХ РАБОТ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29022737
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.09;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) ЭКСКАВАТОРОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017383
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.10;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОМОБИЛЕЙ АВАРИЙНО-РЕМОНТНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017234
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.12;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) АВТОГУДРОНАТОРОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29026058
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.13;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) БУЛЬДОЗЕРОВ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29017756
Оказание услуг по приобретению дорожно-коммунальной техники посредством финансовой аренды (лизинга);03.25.06.01.13.15;ФИНАНСОВАЯ АРЕНДА (ЛИЗИНГ) МАШИН МАРКИРОВОЧНЫХ;64.91;Услуги по финансовой аренде (лизингу/сублизингу);-;;Нет;2019-05-16 18:57;29022473
