name;CODE;final_kpgz;is_standard_product;IS_CHILD_kpgz;DELETED_DATE;kpgz_sum;kpgz223_sum;kpgz44_sum;con_count;con223_count;con44_count;customer_count;supplier_count;max_con_ID;max_con_sum;max_customer_con_count;max_customer_sum;max_customer_ID;formatted_name;max_supplier_sum
МАТЫ ГИМНАСТИЧЕСКИЕ;01.08.01.09.16;;6;;;480429.24;57316.22;423113.02;8;1;7;8;7;4841779;213382.85;60;165181567.7;6948;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2009»;4173686.21
КАТЕТЕРЫ ВАГИНАЛЬНЫЕ БАЛЛОННЫЕ;01.02.10.53.09.05;;0;;;395000;;395000;1;0;1;1;1;4438641;395000;789;2018611717;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;395000
ЛЕВОФЛОКСАЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.414.01;;0;;;394825.61;;394825.61;14;0;14;13;13;4893632;165341.46;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;256703724.7
ИМПЛАНТАТ КОСТНОГО МАТРИКСА ЧЕЛОВЕЧЕСКОГО ПРОИСХОЖДЕНИЯ (ДИАФИЗ);01.02.10.34.24.05.02;;0;;;392673.3;;392673.3;2;0;2;2;2;4510468;364673.3;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;105318025.3
ВСТАВКИ ПЕРЕХОДНЫЕ;01.02.10.05.34;;0;;;391956.18;;391956.18;4;0;4;4;4;4424126;168860;262;535393307.9;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;12406741.95
D-ДИМЕР ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ;01.02.10.43.63.05;;0;;;391737.83;;391737.83;3;0;3;3;3;4723661;285774.16;110;46530274;5663;Государственное бюджетное учреждение здравоохранения города Москвы «Вороновская больница Департамента здравоохранения города Москвы»;108138862.4
СИСТЕМА ИНЪЕКЦИИ КОНТРАСТНОГО ВЕЩЕСТВА РУЧНАЯ;01.02.10.39.08.01;;0;;;391258.2;;391258.2;2;0;2;2;2;4267389;256666;193;212431607.5;5133;Государственное бюджетное учреждение здравоохранения города Москвы «Госпиталь для ветеранов войн №3 Департамента здравоохранения города Москвы»;53950829.09
LEGIONELLA PNEUMOPHILA АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ;01.02.10.43.87.02;;0;;13.05.2021;388475.87;;388475.87;3;0;3;3;3;4598183;365125.2;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;133334862.6
РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ДУПЛИКАТОРОВ;01.13.14.02;;0;;;388315.95;;388315.95;6;0;6;5;4;4386812;97175;132;88136363.99;5886;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 Департамента здравоохранения города Москвы»;920331.23
ВИРУС ВЕТРЯНОЙ ОСПЫ НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ;01.02.10.43.242.05;;0;;17.05.2021;387694.02;;387694.02;7;0;7;7;6;4739198;260000;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;89989353.8
ТРАНСИЛЛЮМИНАТОР ОТОРИНОЛАРИНГОЛОГИЧЕСКИЙ;01.02.11.01.06.08.01;;0;;;387483.29;;387483.29;2;0;2;2;2;4061307;333883.29;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;3369432.02
УСТРОЙСТВА ДЛЯ ПОДЪЕМА ГРУЗОВ (КРОМЕ КРАНОВ);01.11.02.06.03;Yes;6;No;;387281;387281;0;1;1;0;1;1;4065450;387281;62;165255853.5;6372;Государственное бюджетное учреждение города Москвы «Жилищник района Восточный»;513311620
НОЖНИЦЫ ПУПОВИННЫЕ;01.02.10.06.43.12;;0;;;386866;;386866;1;0;1;1;1;4448056;386866;262;535393307.9;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;331731540.3
РАСТВОР ПАРАФОРМАЛЬДЕГИДА ИВД;01.02.10.43.734;;0;;;386825.39;;386825.39;4;0;4;4;4;4384089;358200;299;672020421.9;3321;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.Е. Жадкевича Департамента здравоохранения города Москвы»;37406865.51
КОНТЕЙНЕР ДЛЯ СБОРА МУСОРА, ЛАБОРАТОРНЫЙ, ИВД;01.02.10.43.05.21.08;;0;;;386642.12;;386642.12;4;0;4;2;3;4620093;219786.4;695;887640289.8;5525;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы»;18406262.64
МЕТЧИКИ МЕДИЦИНСКИЕ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ;01.02.10.34.10;;0;;;385764.09;;385764.09;4;0;4;3;3;4761768;179304.1;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;164761338.5
МОТОПОМПЫ;01.11.01.07.01.17;;0;;;384754.84;175200;209554.84;4;1;3;4;4;4684833;175200;554;10366834189;5602014;Государственное бюджетное учреждение города Москвы «Ритуал»;574741.29
ЛЕД;01.01.14.06;;0;;;383760;383760;0;1;1;0;1;1;4127125;383760;131;278663541.3;1988;Государственное бюджетное учреждение культуры города Москвы «Московский государственный театр «Ленком марка захарова»;383760
КРЮЧОК ОФТАЛЬМОЛОГИЧЕСКИЙ ОБЩЕГО НАЗНАЧЕНИЯ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.06.89.03;;0;;;382575.14;;382575.14;4;0;4;2;3;4833786;198708.1;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;1833606.72
СИСТЕМЫ ОПОВЕЩЕНИЯ НАСЕЛЕНИЯ О ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЯХ;01.04.04.02;;0;;18.10.2019;382148.37;376854;5294.37;3;1;2;3;3;4499021;376854;2238;85801161702;4612763;"Ао ""Мосводоканал""";57166877.62
ЖИЛЕТЫ РЕНТГЕНОЗАЩИТНЫЕ;01.02.10.28.06.04;;0;;;381803.98;;381803.98;5;0;5;4;3;4731685;210621.36;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;8143946.4
БРУСЬЯ ГИМНАСТИЧЕСКИЕ;01.08.01.09.11;;6;;;423427.77;16771.72;406656.05;6;1;5;4;6;4623634;111543.85;176;1725123379;6191;Государственное бюджетное учреждение города Москвы «Жилищник района Люблино»;3766630.5
ОБОРУДОВАНИЕ ВСПОМОГАТЕЛЬНОЕ ДЛЯ ЛАБОРАТОРИИ;01.02.11.01.18.04;;0;;;381777.52;381777.52;0;1;1;0;1;1;4165877;381777.52;593;2485861825;3942;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Д.Д. Плетнёва Департамента здравоохранения города Москвы»;17661024.67
СТЕТОСКОП;01.02.11.01.06.04.06;;0;;;381750.86;4734.99;377015.87;10;1;9;10;10;4562254;173370;272;1183135488;1673;Государственное бюджетное учреждение города Москвы «Станция скорой и неотложной медицинской помощи им. А.С. Пучкова» Департамента здравоохранения города Москвы;472703.4
КОНТЕЙНЕР ЛАБОРАТОРНЫЙ ОБЩЕГО НАЗНАЧЕНИЯ, СТЕРИЛЬНЫЙ;01.02.10.43.05.19.02;;0;;;381073.03;107732.5;273340.53;7;2;5;7;7;4435718;102850;409;2582541372;6529;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;103385135.6
НОЖНИЦЫ ГОРТАННЫЕ, МИКРО;01.02.10.06.43.04;;0;;;380441.28;;380441.28;3;0;3;2;3;4725777;171915.34;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;1833606.72
ФОСФАТИДИЛСЕРИН АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.879.01;;0;;;380118.61;;380118.61;3;0;3;2;3;4543351;314589.6;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;20147689.17
ВОЛЬТМЕТРЫ;01.13.16.02.01;;0;;;379400;;379400;1;0;1;1;1;4450802;379400;43;34710457.43;6993;Государственное бюджетное учреждение города Москвы «Центр экспертиз, исследований и испытаний в строительстве»;1389633.2
СМАЗОЧНЫЕ МАТЕРИАЛЫ;01.02.10.50.34;;0;;;378978.71;13961.03;365017.68;12;2;10;11;12;4574971;183775.2;486;5333825200;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;70791048.69
"ИНСТРУМЕНТЫ ДЛЯ ЭЛЕКТРОМАГНИТНОЙ НАВИГАЦИИ К СТАНЦИЯМ СЕРИИ ""STEALTHSTATION"" И ""STEALTH"" (MEDTRONIC NAVIGATION INC)";01.02.10.48.13.02;;0;;;378534.5;;378534.5;3;0;3;2;3;4409210;256868;503;1042693123;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;53824999.45
УСТРОЙСТВА ВВОДА ПОЗИЦИОННЫЕ (ДЖОЙСТИКИ);01.13.04.04.04;;0;;;378225.48;18713.48;359512;2;1;1;2;2;4433618;359512;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;23450563.61
ЭЛЕКТРОД ИГОЛЬЧАТЫЙ ДЛЯ ЭЛЕКТРОМИОГРАФИИ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.49.27.01;;0;;;377793.5;;377793.5;3;0;3;3;3;4602670;253650;132;151128733;6532;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Практический психоневрологический центр имени З.П. Соловьева Департамента здравоохранения города Москвы»;29911870.35
ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ДЛЯ НЕЙРОРЕАБИЛИТАЦИИ;01.02.11.02.01.01;;0;;;376410;;376410;1;0;1;1;1;4812238;376410;60;36768954.45;4910;Государственное бюджетное учреждение города Москвы психоневрологический интернат № 16 Департамента труда и социальной защиты населения города Москвы;1126393.63
ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И СОДЕРЖАНИЕ ОБЪЕКТОВ ВОДОСНАБЖЕНИЯ;03.07.02.10;;0;;;376008;376008;0;1;1;0;1;1;4826065;376008;2238;85801161702;4612763;"Ао ""Мосводоканал""";1879410
ШКАФ ДЛЯ ХРАНЕНИЯ МИКРОПРЕПАРАТОВ;01.02.11.03.10.03;;1;;;399977.94;;399977.94;3;0;3;3;3;4295551;340000;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;18421730.15
АДАПТЕРЫ НАГРЕВАТЕЛЕЙ ШЛАНГОВ;01.02.10.48.14.18;;0;;;374675.52;;374675.52;1;0;1;1;1;4509145;374675.52;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;106252813.9
СТАКАНЧИКИ ДЛЯ ВЗВЕШИВАНИЯ ПЛАСТИКОВЫЕ;01.05.02.09.12;;0;;;374473.1;;374473.1;1;0;1;1;1;4457954;374473.1;155;522667612.3;7715;Государственное бюджетное учреждение здравоохранения города Москвы «Психиатрическая клиническая больница № 13 Департамента здравоохранения города Москвы»;913223.1
АППАРАТ ДЛЯ ИЗМЕРЕНИЯ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ ЭЛЕКТРИЧЕСКИЙ С РУЧНЫМ НАГНЕТАНИЕМ, ПОРТАТИВНЫЙ;01.02.11.01.04.20.01;;0;;;374400;;374400;1;0;1;1;1;4590464;374400;734;1687953106;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;2795123.1
СИСТЕМА ДЛЯ ИССЛЕДОВАНИЯ ФУНКЦИИ ЛЕГКИХ, ДЛЯ ВЗРОСЛЫХ;01.02.11.01.05.05.05;;0;;;374220.66;159333.33;214887.33;2;1;1;2;2;4724225;214887.33;58;54389244.49;6244;Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница г. Московский Департамента здравоохранения города Москвы»;7871564.27
КАНЮЛЯ НАЗАЛЬНАЯ СТАНДАРТНАЯ ДЛЯ ПОДАЧИ КИСЛОРОДА;01.02.10.16.25.13.02;;0;;20.05.2021;373746.5;;373746.5;2;0;2;2;2;4529945;303100;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;100276891.6
ХЛОРИД (CL-) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ;01.02.10.43.890.03;;0;;04.12.2021;372529.71;;372529.71;2;0;2;1;2;4633069;248963.84;297;776421807.2;4653871;"Государственное бюджетное учреждение здравоохранения города Москвы ""Московский научно-практический центр наркологии Департамента здравоохранения города Москвы""";59720174.38
РАСХОДНЫЕ МАТЕРИАЛЫ К АНАЛИЗАТОРАМ КРОВИ ПОРТАТИВНЫМ БИОХИМИЧЕСКИМ EASYTOUCH (EASYTOUCH GCHB, EASYTOUCH GCU, EASYTOUCH GC);01.02.10.43.01.187;;0;;;372243.5;;372243.5;2;0;2;2;2;4885897;278000;668;1239728000;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;1584030.3
CHLAMYDIA TRACHOMATIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.55.10;;0;;12.05.2021;370885.39;;370885.39;3;0;3;3;3;4462607;331055;187;1993875722;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;59720174.38
ЯЗЫКОДЕРЖАТЕЛИ;01.02.10.06.77;;0;;;367727.81;14450;353277.81;7;1;6;6;6;4779050;237833.4;179;137521245.4;7826;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Практический центр детской психоневрологии Департамента здравоохранения города Москвы»;18058738.74
ТУРНИКЕТЫ МЕДИЦИНСКИЕ;01.02.10.06.68;;0;;;367349.88;;367349.88;2;0;2;2;2;4865811;184658.68;1356;4686924626;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;39517977.32
ЗЕРКАЛА УШНЫЕ;01.02.10.06.13.08;;0;;;367220.28;;367220.28;5;0;5;5;5;4620994;282132;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;21961371.97
РЕАГЕНТЫ ДЛЯ РАЗНЫХ ЭТАПОВ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) АНАЛИЗА;01.02.10.43.02.04.01;;0;;;367104.09;;367104.09;7;0;7;6;4;4303176;177765;123;198769514.4;3626;Государственное бюджетное учреждение здравоохранения города Москвы «Туберкулезная больница имени А.Е.Рабухина Департамента здравоохранения города Москвы»;5041824.48
СТЕКЛО ЗАКАЛЕННОЕ;01.11.03.03.02.02;;0;;;366705.03;108433.4;258271.63;4;3;1;4;4;4631648;258271.63;23;13071915.66;3516;Государственное бюджетное учреждение города Москвы «Физкультурно-Спортивное объединение «Хоккей Москвы» Департамента спорта города Москвы;22754481.08
ТАМПОНЫ ДЛЯ ВЕРХНЕЧЕЛЮСТНЫХ ПАЗУХ БАЛЛОННЫЕ;01.02.10.24.04;;0;;;366336;;366336;1;0;1;1;1;4430218;366336;734;1687953106;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;28277419.56
"ЭЛЕКТРОДЫ-КРЮЧКИ ЛАПАРОСКОПИЧЕСКИЕ  ДЛЯ АППАРАТОВ ""ERBE""";01.02.10.48.09.10;;0;;;366033.33;;366033.33;4;0;4;3;4;4413403;150000;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;16114526.31
СЕТКА ХИРУРГИЧЕСКАЯ ПРИ НЕДЕРЖАНИИ МОЧИ У МУЖЧИН;01.02.10.18.10;;0;;;365680;;365680;2;0;2;1;1;4122405;243840;454;996842853.3;4424;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.И. Спасокукоцкого Департамента здравоохранения города Москвы»;70796363.78
"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""THERMO SCIENTIFIC""";01.02.10.25.08.11;;0;;;365083.94;;365083.94;3;0;3;3;2;4484101;265510;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;142637810.9
МНОЖЕСТВЕННЫЕ ТКАНЕСПЕЦИФИЧНЫЕ БЕЛКИ/ ОПУХОЛЕВЫЕ МАРКЕРЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.547.01;;0;;;365009.17;;365009.17;5;0;5;3;3;4218305;179082.19;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;36331388.59
КОНТЕЙНЕРЫ ТРАНСПОРТНЫЕ ДЛЯ ПРЕДМЕТНЫХ СТЕКОЛ;01.02.10.25.01.03;;0;;;364590;;364590;3;0;3;3;3;4137782;317000;668;1239728000;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;86247018.64
ПЕНИЦИЛЛИН G ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.667.01;;0;;;363471.99;;363471.99;13;0;13;11;10;4893609;142928.52;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;256703724.7
СТЕРИЛИЗАТОРЫ ГЛАСПЕРЛЕНОВЫЕ;01.02.11.01.07.02.06;;0;;;362459.81;;362459.81;2;0;2;2;2;4412796;347001.77;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;347001.77
СИСТЕМНЫЙ БЛОК;01.13.01.01.06;;1;;;527693198.9;193205171.11;334488027.8;166;59;107;139;105;4452291;61345120.98;818;11857168563;8981996;"Государственное унитарное предприятие города Москвы по эксплуатации московских водоотводящих систем ""Мосводосток""";
ТОВАРЫ ДЛЯ ДЕТСКОГО ТВОРЧЕСТВА;01.20.09.02;;0;;;361229.01;4476.75;356752.26;9;1;8;5;9;4620645;148147.17;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;111690.51
УСТРОЙСТВА ПЫЛЕВСАСЫВАЮЩИЕ ЗУБОТЕХНИЧЕСКИЕ;01.02.11.01.14.35;;0;;;361057.24;130800;230257.24;4;1;3;4;3;4410117;130800;10;2933037.34;1277;Государственное бюджетное учреждение здравоохранения города Москвы «Детская стоматологическая поликлиника № 45 Департамента здравоохранения города Москвы»;5185853.77
"ПРИНАДЛЕЖНОСТИ ДЛЯ МИКРОСКОПА ""CARL ZEISS""";01.02.10.48.19.09;;0;;;359946;237946;122000;3;2;1;2;2;4276615;134480;153;152025888.3;1617;Государственное бюджетное учреждение здравоохранения города Москвы «Челюстно-Лицевой госпиталь для ветеранов войн Департамента здравоохранения города Москвы»;17296137.26
СВЕТИЛЬНИК ОТРАЖЕННОГО СВЕТА СТОМАТОЛОГИЧЕСКИЙ;01.02.11.01.14.39.02;;0;;;359775;359775;0;1;1;0;1;1;4766536;359775;71;27635892.09;4661;Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 4 Департамента здравоохранения города Москвы»;3551986.3
СИСТЕМЫ АСПИРАЦИОННЫЕ ЗАКРЫТЫЕ;01.02.10.16.28;;1;;;50744279.38;;50744279.38;52;0;52;30;36;4900285;6091217.34;634;1765047505;7876;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;55573771.56
КАТЕТЕРЫ МАТОЧНЫЕ БАЛЛОННЫЕ;01.02.10.53.09.02;;0;;;357055.2;;357055.2;3;0;3;3;3;4195911;245098;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;20225830.36
ВСТРЯХИВАТЕЛЬ-КАЧАЛКА ДЛЯ СБОРА ДОНОРСКОЙ КРОВИ;01.02.11.01.11.09.17;;0;;;357000;;357000;1;0;1;1;1;4657856;357000;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;918658417.5
ИНСУЛИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.349.06;;0;;;356812.26;;356812.26;2;0;2;2;2;4592647;245108.76;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;142637810.9
СЕГМЕНТ ИНТРАКОРНЕАЛЬНЫЙ КОЛЬЦЕВОЙ;01.02.10.11.01.17;;0;;;356722.5;;356722.5;2;0;2;1;1;4699929;180568.5;692;2166903153;5110;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Ф.И. Иноземцева Департамента здравоохранения города Москвы»;56565443.5
КОЛОНКА ДЛЯ СИСТЕМЫ АФЕРЕЗА, ИММУНОСОРБЦИОННАЯ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.20.14.04;;0;;;356160;;356160;1;0;1;1;1;4721761;356160;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;245389215.7
МАСКА ТРАХЕОСТОМИЧЕСКАЯ, КИСЛОРОДНАЯ;01.02.10.16.68;;0;;17.11.2021;355453.39;;355453.39;3;0;3;2;3;4479283;208800;731;1725861075;5884;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы»;41586582.98
МАССАЖЕР ЭЛЕКТРИЧЕСКИЙ;01.02.11.01.13.02.13.08;;0;;;355050;;355050;1;0;1;1;1;4348899;355050;73;42516304.3;5895;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 Департамента здравоохранения города Москвы»;1462598.49
ВИРУС ГЕПАТИТА А НУКЛЕИНОВАЯ КИСЛОТА ИВД, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ;01.02.10.43.243.01.12;;0;;17.05.2021;354422.05;;354422.05;4;0;4;2;3;4745640;241802.55;789;2018611717;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;96297600.21
"КАТЕТЕРЫ ФОЛЕЯ УРЕТРАЛЬНЫЕ ТРЕХХОДОВЫЕ ИЗ СИЛИКОНА, ТИП ""КУВЕЛЕР""";01.02.10.35.10.04;;0;;;352955.32;;352955.32;5;0;5;4;5;4388254;276500;593;2485861825;3942;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Д.Д. Плетнёва Департамента здравоохранения города Москвы»;2281074.66
ИНСТРУМЕНТЫ ДЛЯ ЗАХВАТА ДЕТАЛЕЙ (ЩИПЦЫ, ПИНЦЕТЫ, ПЛОСКОГУБЦЫ, ПАССАТИЖИ И ДР.);01.13.16.08;;0;;;351872.98;295748.58;56124.4;6;4;2;6;6;4376141;211600;143;1223472225;4105;Государственное автономное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»;20493202.96
СИСТЕМЫ ГАРДЕРОБНЫЕ;01.16.11.03;;1;;;3281261.99;;3281261.99;6;0;6;6;6;4593276;2245000;51;215248196.2;7376;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2065»;2245000
УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА;03.06.01.05.01.11;;0;;;350432.55;;350432.55;1;0;1;1;1;4380805;350432.55;672;44922815801;5006;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;350432.55
СИСТЕМЫ ДЕМОНСТРАЦИОННЫЕ;01.15.05.03.03;;1;;;110869.55;;110869.55;2;0;2;2;2;4158970;107924.55;595;1632906376;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;1272102.71
"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АППАРАТА ИСКУССТВЕННОЙ ВЕНТИЛЯЦИИ ЛЕГКИХ ""NEWPORT HT70 PLUS"", ПРОИЗВОДСТВА ""КОВИДИЕН ЛЛС""";01.02.10.48.10.04;;0;;;350173.3;;350173.3;2;0;2;2;2;4393575;280423.3;634;567584701.5;5298;Государственное бюджетное учреждение здравоохранения города Москвы «Московский многопрофильный центр паллиативной помощи Департамента здравоохранения города Москвы»;6021817.17
КАЛИТКИ;01.03.02.06;;0;;;350096.68;350096.68;0;3;3;0;3;3;4752897;188113.3;2238;85801161702;4612763;"Ао ""Мосводоканал""";173623770.1
ПЕЙЗАЖИ;01.07.11.01.02;;0;;;350000;;350000;1;0;1;1;1;4827362;350000;5;36911710.03;5115;Государственное бюджетное учреждение культуры города Москвы «Московская государственная картинная галерея народного художника ссср ильи глазунова»;350000
