NAME;CODE;isFinal_kpgz;status;IS_STANDARD_PRODUCT;DELETED_DATE;KPGZ_SUM;KPGZ223_SUM;KPGZ44_SUM;CON_COUNT;CON223_COUNT;CON44_COUNT;CUSTOMER_COUNT;SUPPLIER_COUNT;MAX_CON_ID;MAX_CON_SUM;MAX_CUSTOMER_CON_COUNT;MAX_CUSTOMER_SUM;MAX_CUSTOMER_ID;FORMATTED_NAME;MAX_SUPPLIER_SUM
ЧАСТИ ЗАПАСНЫЕ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ВОЗДУШНЫХ СУДОВ СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.03.04.05;;0;0;;80815728,67;0;80815728,67;2;0;2;1;2;4756122;79600000;27;473128051,3;5722;Государственное казенное учреждение города Москвы «Московский авиационный центр»;4914604,67
СИСТЕМЫ ОПОВЕЩЕНИЯ НАСЕЛЕНИЯ О ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЯХ;01.04.04.02;;0;0;18.10.2019;382148,37;376854;5294,37;3;1;2;3;3;4499021;376854;2479;94522602025;4612763;"Ао ""Мосводоканал""";62195109,99
СИСТЕМЫ ВИДЕОМОНИТОРИНГА И ВИДЕОРЕГИСТРАЦИИ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.04.03;;0;0;;18313922,41;16521609,37;1792313,04;11;6;5;7;10;4930728;15894368,4;880;1,46E+11;4612896;"Акционерное общество ""Мосинжпроект""";1498249922
СИСТЕМЫ БЕЗОПАСНОСТИ АДРЕСНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ОХРАННО-ПОЖАРНЫХ;01.04.04.05;;0;0;;83633403,81;0;83633403,81;5;0;5;3;5;4880094;67069588,8;933;44649785952;5065;"Государственное унитарное предприятие города Москвы ""Московский ордена ленина и ордена трудового красного знамени метрополитен имени В.И. Ленина""";8800000
ЗАПЧАСТИ ДЛЯ ПОДВОДНОГО ОБОРУДОВАНИЯ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.04.07;;0;0;;44447;44447;0;1;1;0;1;1;4295937;44447;525;2595735369;6374;Государственное бюджетное учреждение города Москвы «Жилищник зеленоградского административного округа»;19268041,26
ОБОРУДОВАНИЕ ДЛЯ АВИАЦИОННОЙ ТЕХНИКИ СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.04.10;;0;0;;132967753,2;28308,41;132939444,8;18;3;15;16;11;4333567;125712727,8;27;473128051,3;5722;Государственное казенное учреждение города Москвы «Московский авиационный центр»;4064734,8
КОМПЛЕКТЫ ПРИСПОСОБЛЕНИЙ ДЛЯ ОТБОРА ПРОБ ВОДЫ, ВОЗДУХА, ГРУНТА И ДРУГИХ СРЕД;01.04.04.11;;0;0;;4209414,23;3419398;790016,23;8;2;6;8;8;4655031;3353031;2479;94522602025;4612763;"Ао ""Мосводоканал""";62195109,99
КОМПЛЕКСЫ ГЕОРАДАРНЫЕ;01.04.04.13;;0;0;;1707666,67;0;1707666,67;1;0;1;1;1;4895630;1707666,67;7;4116778083;22037721;Государственное казенное учреждение города Москвы «Москворечье»;1707666,67
ТЕПЛОВИЗОРЫ;01.04.04.14;;0;0;;9388559,55;884356,69;8504202,86;4;1;3;4;4;4771780;7734802,86;155;2696576521;4682623;Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы (без подведов);7734802,86
ТРЕНАЖЕРЫ ДЛЯ СПАСАТЕЛЕЙ;01.04.04.15;;0;0;;239516,04;0;239516,04;1;0;1;1;1;4851529;239516,04;44;140643281,8;4764;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»;834955,55
ОСВЕТИТЕЛЬНЫЕ СИСТЕМЫ МОБИЛЬНЫЕ;01.04.04.16;;0;0;;1153777,03;0;1153777,03;2;0;2;2;2;4771761;1069548,12;155;2696576521;4682623;Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы (без подведов);16937162,06
ЧАСТИ ЗАПАСНЫЕ И МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ ОБОРУДОВАНИЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.04.18;;0;0;;0;0;0;1;1;0;1;1;5025492;;2479;94522602025;4612763;"Ао ""Мосводоканал""";467134090,5
ЧАСТИ ЗАПАСНЫЕ ДЛЯ ИНСТРУМЕНТОВ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.05.01;;2;0;23.09.2021;135566693;31319159,16;104247533,8;62;29;33;32;51;4096257;86648327,53;155;2696576521;4682623;Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы (без подведов);13632885,69
МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ СПЕЦСРЕДСТВ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.05.02;;2;0;23.09.2021;17452107,42;14696,89;17437410,53;24;2;22;21;16;4235869;5639726,36;155;2696576521;4682623;Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы (без подведов);4319350
ЧАСТИ ЗАПАСНЫЕ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ВОЗДУШНЫХ СУДОВ СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;01.04.05.03;;1;1;20.09.2021;50360000;0;50360000;2;0;2;1;2;4214222;28560000;27;473128051,3;5722;Государственное казенное учреждение города Москвы «Московский авиационный центр»;28560000
РЕАГЕНТЫ ДЛЯ ЭКОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ;01.05.2001;;0;0;;148564589,5;88670099,34;59894490,11;85;38;47;52;73;4321097;47448020;47;1038223484;6935454;"Ао ""Вте юго-восток""";25052337,42
ГАЗОАНАЛИЗАТОРЫ;01.05.02.01.01;;0;0;;67972585,95;50480791,99;17491793,96;27;12;15;15;15;4865535;25785350;2479;94522602025;4612763;"Ао ""Мосводоканал""";14143283,25
ФОТОМЕТРЫ;01.05.02.01.02;;0;0;;81206;81206;0;1;1;0;1;1;4751161;81206;1999;1909870938;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;132434
КОНДУКТОМЕТРЫ;01.05.02.01.05;;0;0;;730917,56;0;730917,56;2;0;2;2;2;4378874;575276;144;224732846,9;4763;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс запад»;685075,24
ХРОМАТОГРАФЫ ГАЗОВЫЕ;01.05.02.01.06;;0;0;;9209490,51;1250750,82;7958739,69;2;1;1;2;2;4892430;7958739,69;64;140433605,1;1615;Государственное бюджетное учреждение здравоохранения города Москвы «Бюро судебно-медицинской экспертизы Департамента здравоохранения города Москвы»;7958739,69
МЕШАЛКИ МАГНИТНЫЕ;01.05.02.01.08;;0;0;;92436,24;0;92436,24;1;0;1;1;1;4378874;92436,24;144;224732846,9;4763;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс запад»;685075,24
ЦЕНТРИФУГИ ЛАБОРАТОРНЫЕ, НЕМЕДИЦИНСКИЕ;01.05.02.01.09;;0;0;;1796271,49;0;1796271,49;2;0;2;2;2;4803320;1753266,69;27;71516388,04;5003;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж сферы услуг № 32»;3596794,76
ВАННЫ ДЛЯ ХИМИЧЕСКОЙ, ЭЛЕКТРОХИМИЧЕСКОЙ ОБРАБОТКИ ПОВЕРХНОСТИ И ПОЛУЧЕНИЯ ПОКРЫТИЙ;01.05.02.01.12;;0;0;;81236,38;81236,38;0;1;1;0;1;1;4996217;81236,38;2479;94522602025;4612763;"Ао ""Мосводоканал""";21449246,46
РЕФРАКТОМЕТРЫ ДЛЯ ИЗМЕРЕНИЯ КОНЦЕНТРАЦИИ САХАРА;01.05.02.01.13;;0;0;;626123,41;0;626123,41;1;0;1;1;1;4397036;626123,41;144;224732846,9;4763;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс запад»;3865218,7
АНАЛИЗАТОРЫ КАЧЕСТВА МОЛОКА ЛАБОРАТОРНЫЙ;01.05.02.01.19;;0;0;;229779,9;0;229779,9;1;0;1;1;1;4888684;229779,9;27;71516388,04;5003;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж сферы услуг № 32»;3596794,76
ШКАФЫ (БОКСЫ) ЛАМИНАРНЫЕ;01.05.02.01.25;;0;0;08.02.2021;820000;0;820000;1;0;1;1;1;4459893;820000;520;1114303245;5517;Государственное бюджетное учреждение здравоохранения города Москвы «Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы»;820000
КОЛБОНАГРЕВАТЕЛИ;01.05.02.01.31;;0;0;;4261,82;4261,82;0;1;1;0;1;1;4996217;4261,82;2479;94522602025;4612763;"Ао ""Мосводоканал""";21449246,46
ОБОРУДОВАНИЕ ДЛЯ УНИЧТОЖЕНИЯ ВРЕДИТЕЛЕЙ;01.05.02.02;;0;0;;36017,19;36017,19;0;1;1;0;1;1;4688143;36017,19;2479;94522602025;4612763;"Ао ""Мосводоканал""";320045291
КОНСТРУКЦИИ МОДУЛЬНЫЕ СБОРНО-РАЗБОРНЫЕ БЫСТРОВОЗВОДИМЫЕ ЭКОЛОГИЧНЫЕ;01.05.02.03;;0;0;;107431764,2;63555929,33;43875834,87;23;8;15;15;19;4609671;20107778,76;68;1356958604;6109;Государственное автономное учреждение культуры города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино»;32294606,06
ОБОРУДОВАНИЕ ДИАГНОСТИЧЕСКОЕ ДЛЯ УСТАНОВКИ НА САМОХОДНОЙ ТЕХНИКЕ;01.05.02.05;;0;0;;2250602,4;0;2250602,4;3;0;3;2;3;5003495;1125000;688;44884240803;5006;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;824326,28
ШЛАНГИ ЛАБОРАТОРНЫЕ;01.05.02.09.01;;0;0;;12681,2;12681,2;0;1;1;0;1;1;5026013;12681,2;350;261914381,2;616;Государственное автономное профессиональное образовательное учреждение города Москвы «Колледж предпринимательства № 11»;50658053,95
ШТАТИВЫ ДЛЯ ПРОБИРОК, НЕМЕДИЦИНСКИЕ;01.05.02.09.03;;0;0;;271690;0;271690;2;0;2;2;2;4668509;252730;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;965806,05
КОМПЛЕКТЫ САМОКЛЕЯЩИХСЯ ЭТИКЕТОК ДЛЯ ХИМИЧЕСКОЙ ПОСУДЫ;01.05.02.09.05;;0;0;;551110;0;551110;2;0;2;2;1;4977188;373260;213;567331132,3;2766;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 51 Департамента здравоохранения города Москвы»;12952309,85
СТАКАНЧИКИ ДЛЯ ВЗВЕШИВАНИЯ ПЛАСТИКОВЫЕ;01.05.02.09.12;;0;0;;374473,1;0;374473,1;1;0;1;1;1;4457954;374473,1;207;628522541,9;7715;Государственное бюджетное учреждение здравоохранения города Москвы «Психиатрическая клиническая больница № 13 Департамента здравоохранения города Москвы»;913223,1
КЮВЕТЫ ФОТОМЕТРИЧЕСКИЕ;01.05.02.09.13;;0;0;;35496;35496;0;2;2;0;2;2;4504546;20880;781;12037332047;4612901;"Акционерное общество ""Мосгаз""";135226704,5
ГОРЕЛКИ ГАЗОВЫЕ ЛАБОРАТОРНЫЕ;01.05.02.09.14;;0;0;;74914,66;4260;70654,66;2;1;1;2;2;4640114;70654,66;27;32432716,15;6513;Государственное бюджетное профессиональное образовательное учреждение Департамента здравоохранения города Москвы «Медицинский колледж №5»;210204,66
ВЕСЫ ЛАБОРАТОРНЫЕ;01.05.02.13;;0;0;;8445291,35;5384174,51;3061116,84;6;2;4;6;5;4358193;3569205,87;233;596286189,8;6535;Государственное бюджетное учреждение здравоохранения города Москвы «Центр лекарственного обеспечения Департамента здравоохранения города Москвы»;21449246,46
ОБОРУДОВАНИЕ ЭКОЛОГИЧЕСКОЕ ЛАБОРАТОРНОЕ ПРОЧЕЕ;01.05.02.99;;0;0;;394870136,2;102316052,2;292554084,1;181;52;129;90;118;4913631;90360453,47;24;582752477,6;1301237845;Акционерное общество «Особая экономическая зона «Зеленоград»;24141569,32
АВТОМОБИЛИ СПЕЦТЕХНИЧЕСКИЕ ЭКОЛОГИЧЕСКОГО НАЗНАЧЕНИЯ;01.05.03.01;;0;0;;17439985,77;17439985,77;0;2;2;0;1;2;4101001;9450000;2479;94522602025;4612763;"Ао ""Мосводоканал""";7989985,77
СУДА СПЕЦТЕХНИЧЕСКИЕ ЭКОЛОГИЧЕСКОГО НАЗНАЧЕНИЯ;01.05.03.02;;0;0;;6850000;0;6850000;1;0;1;1;1;4377125;6850000;65;31942854,16;5723;Государственное казенное учреждение города Москвы «Московская городская поисково-спасательная служба на водных объектах»;6850000
ТОВАРЫ ПРИРОДООХРАННЫЕ ЭКОЛОГИЧЕСКИЕ ПРОЧИЕ;01.05.1999;;0;0;;145196530,5;143012373,9;2184156,53;24;16;8;14;18;4989985;64732200;2479;94522602025;4612763;"Ао ""Мосводоканал""";805680
ПАРТЫ УЧЕНИЧЕСКИЕ;01.06.01.02;;1;1;;19692908,61;0;19692908,61;10;0;10;10;10;4655559;9687834;45;164083871,1;3796;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж автоматизации и информационных технологий № 20»;16437118
СТУЛЬЯ УЧЕНИЧЕСКИЕ;01.06.01.03.01;;1;1;;76722484,1;519515,73;76202968,37;54;1;53;50;38;4762219;6560715,4;72;327015338;4773;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский образовательный комплекс»;6137646,59
СТУЛЬЯ УЧЕНИЧЕСКИЕ ЛАБОРАТОРНЫЕ;01.06.01.03.02;;1;1;;5391821,95;0;5391821,95;10;0;10;9;7;4598701;2092013,58;40;61438372,21;299;Государственное бюджетное общеобразовательное учреждение города Москвы «Образовательный центр «Протон»;21224058,18
СТОЛЫ УЧЕНИЧЕСКИЕ;01.06.01.04.01;;1;1;;71618567,07;458850,46;71159716,61;41;1;40;35;32;4126195;7354840,12;142;515660965,3;6227;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский колледж архитектуры и градостроительства»;1502112,09
СТОЛЫ УЧЕНИЧЕСКИЕ С АКУСТИЧЕСКОЙ КАБИНОЙ ДЛЯ КАБИНЕТОВ ИНОСТРАННОГО ЯЗЫКА;01.06.01.04.02;;1;1;;209716,83;0;209716,83;1;0;1;1;1;4655239;209716,83;38;169784711,9;4684312;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101»;71843788,44
СТОЛЫ ОБЕДЕННЫЕ ШКОЛЬНЫЕ;01.06.01.04.03;;1;1;;973777,5;0;973777,5;1;0;1;1;1;4465986;973777,5;15;125709081,2;2725;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 45 имени Л.И. Мильграма»;20290894,73
СТОЛЫ УЧЕНИЧЕСКИЕ ДЛЯ ЧЕРЧЕНИЯ И РИСОВАНИЯ;01.06.01.04.04;;1;1;;437980,17;0;437980,17;2;0;2;2;2;4653542;318980,42;48;214602421,6;6635;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Дмитровский» имени Героя Советского союза В.П. Кислякова»;4097267,24
СТОЛЫ УЧЕНИЧЕСКИЕ ЛАБОРАТОРНЫЕ ДЛЯ ОБОРУДОВАНИЯ КАБИНЕТОВ ФИЗИКИ, ХИМИИ И БИОЛОГИИ;01.06.01.04.05;;1;1;;6511742,15;0;6511742,15;7;0;7;6;6;4653542;1516096,7;48;214602421,6;6635;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Дмитровский» имени Героя Советского союза В.П. Кислякова»;4097267,24
СТОЛЫ ДЕМОНСТРАЦИОННЫЕ ДЛЯ ОБОРУДОВАНИЯ КАБИНЕТОВ ХИМИИ, ФИЗИКИ, БИОЛОГИИ И ЛЕКЦИОННЫХ АУДИТОРИЙ;01.06.01.04.06;;1;1;;6719414,44;0;6719414,44;4;0;4;4;4;4655259;2874842,26;38;169784711,9;4684312;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101»;3910502,08
СТОЛЫ ЛАБОРАТОРНЫЕ;01.06.01.04.07;;1;1;;19085230,73;0;19085230,73;9;0;9;9;7;4643890;5357422;44;95892127,2;1005;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1449 имени Героя Советского союза М.В. Водопьянова»;7981057,9
ШКАФЫ УЧЕБНЫЕ ЛАБОРАТОРНЫЕ;01.06.01.07.01;;1;1;;3392146,78;0;3392146,78;4;0;4;4;4;4423041;1330452;144;413356751,6;2384;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Воробьевы горы»;1330452
ШКАФЫ ДЛЯ УЧЕБНЫХ ПОСОБИЙ;01.06.01.07.02;;1;1;;2254218,52;0;2254218,52;3;0;3;3;2;4415903;1030152,59;64;130409925,8;4684483;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1795 «Лосиноостровская»;21224058,18
ШКАФЫ ДЛЯ ХРАНЕНИЯ ХИМИЧЕСКИХ РЕАКТИВОВ;01.06.01.07.03;;1;1;;6729108,43;0;6729108,43;6;0;6;6;6;4641126;1797600;44;95892127,2;1005;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1449 имени Героя Советского союза М.В. Водопьянова»;7981057,9
ПАНЕЛИ БОКОВЫЕ ДЕМОНСТРАЦИОННЫЕ;01.06.01.08.05;;1;1;;6312,61;0;6312,61;1;0;1;1;1;4301048;6312,61;186;2788395583;5877;Государственное бюджетное учреждение города Москвы «Автомобильные дороги северо-восточного административного округа»;495553,08
ОБОРУДОВАНИЕ МОНТАЖНОЕ МУЛЬТИМЕДИЙНОЕ УЧЕБНОЕ;01.06.02.01.01;;0;0;;6286436,6;0;6286436,6;3;0;3;3;3;4115741;2589960,49;37;67857087,21;820;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1415 «Останкино»;2589960,49
КОММУТАЦИОННЫЕ УСТРОЙСТВА УЧЕБНЫЕ;01.06.02.01.04;;0;0;;106601759,6;0;106601759,6;12;0;12;3;6;4325517;28113676,92;469;1435831495;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;8377681,11
КОМПЛЕКСЫ МНОГОФУНКЦИОНАЛЬНЫЕ УЧЕБНЫЕ;01.06.02.01.07;Yes;0;0;;20434971,5;0;20434971,5;5;0;5;3;2;4273570;9353000;26;72714077,16;3887;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский автомобильно-дорожный колледж им. А.А. Николаева»;19712646,83
СТЕНДЫ ДЕМОНСТРАЦИОННЫЕ ПО АВТОМОБИЛЬНОЙ ТЕХНИКЕ;01.06.02.01.07.03;;0;0;;3494115,06;0;3494115,06;1;0;1;1;1;4753579;3494115,06;52;139238168,3;4133;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж современных технологий имени Героя Советского союза М.Ф. Панова»;3494115,06
ТЕЛЕЖКИ-ХРАНИЛИЩА С СИСТЕМОЙ ПОДЗАРЯДКИ И МАРШРУТИЗАТОРОМ;01.06.02.01.07.04;;0;0;;54067,2;0;54067,2;1;0;1;1;1;4871885;54067,2;69;10330207273;4666;Департамент развития новых территорий города Москвы (без подведов);48878187,87
КОНТРОЛЛЕРЫ ПРОГРАММИРУЕМЫЕ ДЛЯ КИБЕРНЕТИЧЕСКИХ СИСТЕМ;01.06.02.01.07.08;;0;0;;54600;54600;0;1;1;0;1;1;4893111;54600;1999;1909870938;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;95017835,06
ПРИБОРЫ ДЛЯ ДЕМОНСТРАЦИИ АТМОСФЕРНОГО ДАВЛЕНИЯ;01.06.02.01.07.09;;0;0;;173336,01;173336,01;0;1;1;0;1;1;4922273;173336,01;350;261914381,2;616;Государственное автономное профессиональное образовательное учреждение города Москвы «Колледж предпринимательства № 11»;50658053,95
ПЛАТФОРМЫ МИКРОКОНТРОЛЛЕРНЫЕ;01.06.02.01.07.32;;0;0;;3053077,39;3053077,39;0;1;1;0;1;1;4922273;3053077,39;350;261914381,2;616;Государственное автономное профессиональное образовательное учреждение города Москвы «Колледж предпринимательства № 11»;50658053,95
УСТАНОВКИ ГИДРОПОННЫЕ;01.06.02.01.07.35;;0;0;;150000;0;150000;1;0;1;1;1;4481922;150000;1560;14299200400;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;1705639,15
КОМПЛЕКСЫ МНОГОФУНКЦИОНАЛЬНЫЕ УЧЕБНЫЕ ПРОЧИЕ;01.06.02.01.07.99;;0;0;;30987361,06;0;30987361,06;7;0;7;6;7;4851710;9656723,99;161;498252904,3;2570;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж архитектуры, дизайна и реинжиниринга № 26»;9230000
МИКРОСКОПЫ ЦИФРОВЫЕ УЧЕБНЫЕ;01.06.02.02.01;;0;0;;159550;0;159550;1;0;1;1;1;4281036;159550;186;2788395583;5877;Государственное бюджетное учреждение города Москвы «Автомобильные дороги северо-восточного административного округа»;159550
КОМПЛЕКСЫ МОБИЛЬНЫЕ ДЛЯ ПРОВЕДЕНИЯ ИССЛЕДОВАНИЙ УЧЕБНЫЕ;01.06.02.02.03;;0;0;;6741313,9;2357,86;6738956,04;3;1;2;2;2;4164678;4579740;116;293217242,3;1148;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1363»;8200631,12
МЕТЕОСТАНЦИИ УЧЕБНЫЕ;01.06.02.02.04;;0;0;;80000;0;80000;1;0;1;1;1;4597560;80000;114;237280105,5;4684345;Государственное бюджетное учреждение города Москвы «Жилищник района Восточное измайлово»;22602658,11
КОМПЛЕКСЫ ПРОГРАММНО-ТЕХНОЛОГИЧЕСКИЕ ДЛЯ АВТОМАТИЗАЦИИ НАУЧНЫХ ИССЛЕДОВАНИЙ УЧЕБНЫЕ;01.06.02.02.05;;0;0;;14946174,95;0;14946174,95;5;0;5;5;5;4857579;6567000;27;32432716,15;6513;Государственное бюджетное профессиональное образовательное учреждение Департамента здравоохранения города Москвы «Медицинский колледж №5»;124551917,4
РОБОТЫ-МАНИПУЛЯТОРЫ УЧЕБНЫЕ;01.06.02.02.12;;0;0;;3360000;3360000;0;1;1;0;1;1;4269670;3360000;350;261914381,2;616;Государственное автономное профессиональное образовательное учреждение города Москвы «Колледж предпринимательства № 11»;23593833,68
ШТАТИВЫ ДЕМОНСТРАЦИОННЫЕ;01.06.02.02.13;;0;0;;269768,6;0;269768,6;3;0;3;2;3;4407963;115890;144;224732846,9;4763;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс запад»;1653470,65
УСТРОЙСТВА ДОЗИРУЮЩИЕ (МЕХАНИЧЕСКИЕ);01.06.02.02.17;;0;0;;456555;0;456555;1;0;1;1;1;4586938;456555;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;9726276,87
ПОСОБИЯ УЧЕБНЫЕ НАГЛЯДНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧАТНЫХ;01.06.2003;Yes;0;0;;166453249,4;96756341,64;69696907,77;22;3;19;15;19;4177832;49519461,64;155;1386884955;4105;Государственное автономное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»;24150959,99
КОМЛЕКТЫ УНИВЕРСАЛЬНЫЕ ДЛЯ ОРГАНИЗАЦИИ КОМАНДНЫХ И ИНДИВИДУАЛЬНЫХ ИНЖЕНЕРНЫХ СОРЕВНОВАНИЙ;01.06.03.19;;0;0;02.04.2021;1985376,48;0;1985376,48;1;0;1;1;1;4296371;1985376,48;24;68829726,09;443;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический техникум № 47 имени В.Г. Федорова»;1985376,48
УСТАНОВКИ ДЛЯ ИЗУЧЕНИЯ СОПРОТИВЛЕНИЯ МАТЕРИАЛОВ (НАПРЯЖЕНИЯ И ДЕФОРМАЦИИ);01.06.03.45;;0;0;02.04.2021;987444,44;0;987444,44;1;0;1;1;1;4305608;987444,44;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;33076435,01
СТЕНДЫ ДЛЯ ИСПЫТАНИЙ АККУМУЛЯТОРНЫХ БАТАРЕЙ;01.06.03.61;;0;0;;814176,34;0;814176,34;1;0;1;1;1;4660525;814176,34;8;62573954,64;4687499;Департамент региональной безопасности и противодействия коррупции города Москвы (без подведов);24412324,56
НАБОРЫ РОБОТОТЕХНИЧЕСКИЕ;01.06.03.64.16;;0;0;;10594292;0;10594292;2;0;2;2;2;4856451;9992600;101;291017550,4;6998;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1474»;85591050,67
НАБОРЫ ДЛЯ ИЗУЧЕНИЯ ДВИЖЕНИЯ СПУТНИКОВ ПЛАНЕТ ПО ОРБИТАМ;01.06.03.64.41;;0;0;;186637,5;0;186637,5;1;0;1;1;1;4850501;186637,5;12;1432401,2;1334;Государственное бюджетное учреждение города Москвы «Спортивно досуговый центр «Восточное измайлово»;186637,5
НАБОРЫ ДЛЯ КОНСТРУИРОВАНИЯ ПОДВИЖНЫХ МЕХАНИЗМОВ;01.06.03.64.69;;0;0;;262650;0;262650;1;0;1;1;1;4823035;262650;142;515660965,3;6227;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский колледж архитектуры и градостроительства»;496110
НАБОРЫ ДЛЯ КОНСТРУИРОВАНИЯ. МОБИЛЬНАЯ РОБОТОТЕХНИКА;01.06.03.64.71;;0;0;;27272617,72;0;27272617,72;3;0;3;2;3;4926492;9993700;46;154888841,3;186;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»;32054352,48
КОМПЛЕКТЫ ХИМИЧЕСКИХ РЕАКТИВОВ;01.06.03.65.04;;0;0;;177496,16;0;177496,16;1;0;1;1;1;4945327;177496,16;214;130472970,7;6028;Государственное казенное учреждение города Москвы «Пожарно-Спасательный центр»;177496,16
КОМПЛЕКТЫ УЧЕБНО-МЕТОДИЧЕСКИХ МАТЕРИАЛОВ ДЛЯ УЧЕНИКА;01.06.03.65.06;;0;0;;128216;0;128216;1;0;1;1;1;5015437;128216;33;145268396,1;939;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 904»;1157862887
КОМПЛЕКТЫ МИКРОПРЕПАРАТОВ ПО ОБЩЕЙ БИОЛОГИИ (УГЛУБЛЕННЫЙ УРОВЕНЬ);01.06.03.65.27;;0;0;;8208;8208;0;1;1;0;1;1;4696817;8208;1999;1909870938;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;8208
КОМПЛЕКТЫ МУЛЯЖЕЙ ФРУКТОВ И ОВОЩЕЙ;01.06.03.65.28;;0;0;;7125;0;7125;1;0;1;1;1;4707113;7125;96;55137676,51;9;Государственное бюджетное учреждение культуры города Москвы «Московский театр на Таганке»;7125
